@RELATION data 
@ATTRIBUTE id string
@ATTRIBUTE numFriends numeric
@ATTRIBUTE numFollowers numeric
@ATTRIBUTE FolFrieRatio numeric
@ATTRIBUTE timesListed numeric
@ATTRIBUTE hasUrl {true,false}
@ATTRIBUTE isVerified {true,false}
@ATTRIBUTE numTweets numeric
@ATTRIBUTE hasBio {true,false}
@ATTRIBUTE hasLocation {true,false}
@ATTRIBUTE hasExistingLocation {true,false}
@ATTRIBUTE wotTrustUser numeric
@ATTRIBUTE numMediaContent numeric
@ATTRIBUTE accountAge numeric
@ATTRIBUTE hasProfileImg {true,false}
@ATTRIBUTE hasHeaderImg {true,false}
@ATTRIBUTE tweetRatio numeric
@ATTRIBUTE indegree numeric
@ATTRIBUTE harmonic numeric
@ATTRIBUTE alexaCountryRank numeric
@ATTRIBUTE alexaDeltaRank numeric
@ATTRIBUTE alexaPopularity numeric
@ATTRIBUTE alexaReachRank numeric
@ATTRIBUTE class {fake,real}
@DATA
'510097190019031040',193,19,0.098445594,0,false,false,77,true,true,true,?,0,1408358894,false,false,0.22237512,?,?,?,?,?,?,fake
'510092906321825792',194,23,0.1185567,0,false,false,84,true,true,true,?,0,1402420630,false,true,0.20241371,?,?,?,?,?,?,fake
'510105654669762560',211,96,0.4549763,0,false,false,99,true,true,true,?,0,1387650104,false,true,0.16895732,?,?,?,?,?,?,fake
'510099507648798720',234,93,0.3974359,0,false,false,58,true,true,true,?,0,1375698772,false,true,0.080080375,?,?,?,?,?,?,fake
'510095599732260867',236,81,0.34322035,0,false,false,124,true,true,true,?,0,1387928910,false,true,0.21279523,?,?,?,?,?,?,fake
'510098730259718144',201,19,0.094527364,0,false,false,181,true,true,true,?,0,1401514255,false,true,0.4253999,?,?,?,?,?,?,fake
'510092922000121859',218,125,0.5733945,0,false,false,51,true,true,true,?,0,1375706935,false,true,0.07042469,?,?,?,?,?,?,fake
'510082170812395521',303,125,0.41254124,0,false,false,40,true,true,true,?,0,1380955120,false,true,0.060292274,?,?,?,?,?,?,fake
'510103645736558592',209,108,0.5167464,0,false,false,73,true,true,true,?,0,1387646772,false,false,0.124576524,?,?,?,?,?,?,fake
'510098328030158849',234,93,0.3974359,0,false,false,55,true,true,true,?,0,1375698772,false,true,0.0759383,?,?,?,?,?,?,fake
'510088360799375360',236,104,0.44067797,0,false,false,32,true,true,true,?,0,1386792084,false,true,0.05370232,?,?,?,?,?,?,fake
'510090841759547392',241,84,0.34854773,0,false,false,36,true,true,true,?,10,1377826662,false,true,0.051454756,?,?,?,?,?,?,fake
'510088108621463552',231,95,0.41125542,0,false,false,70,true,true,true,?,0,1386350019,false,true,0.116473734,?,?,?,?,?,?,fake
'510099043083882496',211,81,0.38388625,0,false,false,85,true,true,true,?,0,1387452687,false,true,0.14450094,?,?,?,?,?,?,fake
'510090544052068353',199,8,0.040201005,0,false,false,87,true,true,true,?,0,1408341794,false,true,0.25111172,?,?,?,?,?,?,fake
'510109143693135873',204,89,0.4362745,0,false,false,92,true,true,true,?,0,1380385086,false,true,0.1373068,?,?,?,?,?,?,fake
'510113147068243969',218,78,0.35779816,0,false,false,124,true,true,true,?,0,1387080561,false,false,0.20926924,?,?,?,?,?,?,fake
'510087722044637184',226,129,0.5707965,0,false,false,99,true,true,true,?,6,1377726025,false,true,0.14126547,?,?,?,?,?,?,fake
'510098516048228352',271,32,0.11808118,0,false,false,107,true,true,true,?,0,1403204373,false,true,0.26359886,?,?,?,?,?,?,fake
'510088654601998337',236,104,0.44067797,0,false,false,35,true,true,true,?,0,1386792084,false,true,0.05873697,?,?,?,?,?,?,fake
'510087722053025793',205,114,0.55609757,0,false,false,154,true,true,true,?,0,1399316089,false,true,0.34152168,?,?,?,?,?,?,fake
'510104363931426817',237,115,0.48523206,0,false,false,118,true,true,true,?,0,1385104687,false,true,0.19174306,?,?,?,?,?,?,fake
'510097810679545856',229,27,0.11790393,0,false,false,78,true,true,true,?,0,1399728014,false,true,0.17482698,?,?,?,?,?,?,fake
'510101810435330049',201,90,0.4477612,0,false,false,97,true,true,true,?,0,1384100124,false,true,0.15469663,?,?,?,?,?,?,fake
'510100129018171392',224,83,0.3705357,0,false,false,56,true,true,false,?,0,1399658065,false,true,0.12528948,?,?,?,?,?,?,fake
'510103052422881280',201,21,0.104477614,0,false,false,71,true,true,true,?,0,1401745647,false,true,0.16792688,?,?,?,?,?,?,fake
'510095382202699776',236,104,0.44067797,0,false,false,49,true,true,true,?,0,1386792084,false,true,0.08223178,?,?,?,?,?,?,fake
'510102971263488000',208,94,0.45192307,0,false,false,110,true,true,true,?,0,1387592174,false,true,0.18751608,?,?,?,?,?,?,fake
'510107837943390209',253,103,0.40711462,0,false,false,84,true,true,true,?,0,1388421300,false,true,0.14557554,?,?,?,?,?,?,fake
'510092070745161728',201,19,0.094527364,0,false,false,147,true,true,true,?,0,1401514255,false,true,0.34549123,?,?,?,?,?,?,fake
'510099154781999104',204,20,0.09803922,0,false,false,71,true,true,true,?,0,1403208343,false,true,0.17493129,?,?,?,?,?,?,fake
'510045071907905536',203,13,0.06403941,0,false,false,84,true,true,false,?,0,1406079669,false,true,0.22541824,?,?,?,?,?,?,fake
'510057848911306753',183,16,0.08743169,0,false,false,70,true,true,true,?,0,1408949430,false,true,0.20623066,?,?,?,?,?,?,fake
'510094786657656832',279,159,0.56989247,0,false,false,76,true,false,false,?,0,1377641506,false,true,0.10829511,?,?,?,?,?,?,fake
'510105357998252033',224,83,0.3705357,0,false,false,67,true,true,false,?,0,1399658065,false,true,0.14989997,?,?,?,?,?,?,fake
'510086973709484032',204,73,0.35784313,0,false,false,43,true,true,true,?,0,1377716469,false,true,0.06134809,?,?,?,?,?,?,fake
'510104332235075585',194,23,0.1185567,0,false,false,103,true,true,true,?,0,1402420630,false,true,0.24819843,?,?,?,?,?,?,fake
'510100081723576320',213,5,0.02347418,0,false,false,85,true,true,true,?,0,1401466555,false,false,0.19951507,?,?,?,?,?,?,fake
'510097589111230464',270,94,0.34814814,0,false,false,82,true,true,true,?,0,1383990508,false,false,0.13051048,?,?,?,?,?,?,fake
'510096924548935680',229,27,0.11790393,0,false,false,76,true,true,true,?,0,1399728014,false,true,0.17034443,?,?,?,?,?,?,fake
'510096280089935872',201,21,0.104477614,0,false,false,35,true,true,true,?,0,1401745647,false,true,0.08278095,?,?,?,?,?,?,fake
'510101199287115776',237,115,0.48523206,0,false,false,112,true,true,true,?,0,1385104687,false,true,0.18199359,?,?,?,?,?,?,fake
'510094264458416129',235,65,0.27659574,0,false,false,92,true,true,true,?,0,1387970753,false,true,0.15801202,?,?,?,?,?,?,fake
'510096890969333760',271,32,0.11808118,0,false,false,101,true,true,true,?,0,1403204373,false,true,0.24881801,?,?,?,?,?,?,fake
'510106234435817473',212,77,0.36320755,0,false,false,87,true,true,true,?,0,1387957841,false,true,0.14938608,?,?,?,?,?,?,fake
